Customer_ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Cluster,Segment,CLV
1361,405,3,9993.69799869921,1,1,2,4,0,Lost Customers,29981.093996097632
1362,124,7,16223.410854060578,3,4,4,11,3,Loyal Customers,113563.87597842404
1363,150,6,14753.419613386302,2,3,3,8,3,At Risk,88520.51768031782
1364,127,7,20960.915636072736,3,4,5,12,3,Loyal Customers,146726.40945250914
1365,155,7,18748.29843487544,2,4,4,10,3,Loyal Customers,131238.08904412808
1366,340,2,8537.68550666077,1,1,2,4,0,Lost Customers,17075.37101332154
1367,170,7,21946.996506481715,2,4,5,11,1,Loyal Customers,153628.975545372
1368,42,11,31701.11554006307,4,5,5,14,1,Champions,348712.2709406938
1369,278,5,17156.531216833195,1,3,4,8,3,At Risk,85782.65608416597
1370,1,4,13788.801673987948,5,2,3,10,2,Others,55155.20669595179
1371,59,4,7308.526697105583,4,2,1,7,2,Others,29234.10678842233
1372,567,5,17077.03242662912,1,3,4,8,0,At Risk,85385.16213314561
1373,157,9,20732.580501492044,2,5,5,12,1,Loyal Customers,186593.2245134284
1374,519,1,3871.971838608674,1,1,1,3,0,Lost Customers,3871.971838608674
1375,91,13,31367.670685252775,3,5,5,13,1,Loyal Customers,407779.7189082861
1376,71,8,20940.493230771117,4,5,5,14,1,Champions,167523.94584616894
1377,46,6,13860.87956258154,4,3,3,10,3,Potential Loyalists,83165.27737548924
1378,134,7,18732.813662715373,3,4,4,11,3,Loyal Customers,131129.6956390076
1379,346,3,10805.563986916244,1,1,2,4,0,Lost Customers,32416.691960748733
1380,116,8,20971.726801967634,3,5,5,13,1,Loyal Customers,167773.81441574107
1381,11,5,15531.730241135469,5,3,4,12,3,Potential Loyalists,77658.65120567734
1382,3,6,13644.837872816182,5,3,3,11,3,Potential Loyalists,81869.02723689709
1383,64,6,14689.161416383015,4,3,3,10,3,Potential Loyalists,88134.96849829808
1384,265,7,21992.027902957,1,4,5,10,1,Loyal Customers,153944.19532069901
1385,209,5,19695.226150862043,2,3,5,10,3,At Risk,98476.13075431022
1386,4,9,24210.928595814956,5,5,5,15,1,Champions,217898.35736233462
1387,115,9,16486.90791883681,3,5,4,12,1,Loyal Customers,148382.17126953127
1388,72,3,7314.3200161913865,4,1,1,6,2,Others,21942.96004857416
1389,333,6,15944.039330679752,1,3,4,8,3,At Risk,95664.23598407852
1390,152,4,9881.191454753542,2,2,2,6,2,Lost Customers,39524.76581901417
1391,403,2,2573.886409488464,1,1,1,3,0,Lost Customers,5147.772818976928
1392,250,3,4128.1331298607265,1,1,1,3,2,Lost Customers,12384.39938958218
1393,96,6,15504.291719166447,3,3,4,10,3,Others,93025.75031499869
1394,31,3,11685.795707599009,5,1,3,9,2,Others,35057.38712279702
1395,26,6,20632.99061682851,5,3,5,13,3,Potential Loyalists,123797.94370097105
1396,176,5,10241.112873403683,2,3,2,7,2,Others,51205.564367018414
1397,204,8,17669.402917735253,2,5,4,11,3,Loyal Customers,141355.22334188203
1398,106,5,11922.193581950434,3,3,3,9,3,Others,59610.96790975217
1399,107,10,28079.238602069465,3,5,5,13,1,Loyal Customers,280792.3860206946
1400,45,8,22555.59509520795,4,5,5,14,1,Champions,180444.7607616636
1401,26,6,17985.602434326553,5,3,4,12,3,Potential Loyalists,107913.61460595932
1402,218,8,23404.244321417806,2,5,5,12,1,Loyal Customers,187233.95457134244
1403,27,6,12500.49941220466,5,4,3,12,3,Potential Loyalists,75002.99647322795
1404,77,9,22728.520978984303,3,5,5,13,1,Loyal Customers,204556.68881085873
1405,276,8,21147.26535803019,1,5,5,11,1,Loyal Customers,169178.1228642415
1406,7,5,15288.8844571453,5,3,4,12,3,Potential Loyalists,76444.4222857265
1407,10,10,30701.526473132,5,5,5,15,1,Champions,307015.26473131997
1408,18,7,15516.189963340366,5,4,4,13,3,Champions,108613.32974338256
1409,91,3,7925.809913244468,3,1,1,5,2,Others,23777.4297397334
1410,134,4,8524.807060961659,3,2,2,7,2,Others,34099.228243846635
1411,158,7,17285.83141534714,2,4,4,10,3,Loyal Customers,121000.81990742998
1412,3,8,25386.781596005578,5,5,5,15,1,Champions,203094.25276804462
1413,168,4,6141.27735770689,2,2,1,5,2,Lost Customers,24565.10943082756
1414,80,4,11278.339538039625,3,2,2,7,2,Others,45113.3581521585
1415,122,6,11144.244157898329,3,4,2,9,3,Others,66865.46494738998
1416,81,7,18117.290207071022,3,4,4,11,3,Loyal Customers,126821.03144949715
1417,7,8,20629.232526925414,5,5,5,15,1,Champions,165033.8602154033
1418,23,5,11357.134793522286,5,3,2,10,2,Others,56785.67396761143
1419,207,1,4716.022853830059,2,1,1,4,2,Lost Customers,4716.022853830059
1420,158,6,14067.095061158947,2,4,3,9,3,At Risk,84402.57036695367
1421,62,5,12629.6373543991,4,3,3,10,3,Potential Loyalists,63148.1867719955
1422,60,2,9361.40335284128,4,1,2,7,2,Others,18722.80670568256
1423,113,8,16554.813145753975,3,5,4,12,3,Loyal Customers,132438.5051660318
1424,194,3,10595.900922071103,2,1,2,5,2,Lost Customers,31787.70276621331
1425,3,4,7137.065510047254,5,2,1,8,2,Others,28548.262040189016
1426,464,2,9505.36176482592,1,1,2,4,0,Lost Customers,19010.72352965184
1427,104,8,27926.768790579736,3,5,5,13,1,Loyal Customers,223414.15032463789
1428,176,5,8268.728461827493,2,3,2,7,2,Others,41343.64230913747
1429,60,3,5921.103509752282,4,1,1,6,2,Others,17763.310529256843
1430,51,4,11210.167468121168,4,2,2,8,2,Others,44840.66987248467
1431,139,3,10569.352521528097,2,1,2,5,2,Lost Customers,31708.05756458429
1432,132,7,18300.96239086079,3,4,4,11,3,Loyal Customers,128106.73673602553
1433,524,2,7089.017564617303,1,1,1,3,0,Lost Customers,14178.035129234606
1434,536,4,9773.956069049957,1,2,2,5,0,Lost Customers,39095.824276199826
1435,33,7,16892.74258219903,5,4,4,13,3,Champions,118249.1980753932
1436,53,6,14932.15686650739,4,4,4,12,3,Champions,89592.94119904435
1437,30,5,16273.592362400643,5,3,4,12,3,Potential Loyalists,81367.96181200321
1438,511,1,1089.265182150384,1,1,1,3,0,Lost Customers,1089.265182150384
1439,108,5,12832.815883981713,3,3,3,9,3,Others,64164.079419908565
1440,254,6,20937.483611831227,1,4,5,10,3,Loyal Customers,125624.90167098737
1441,23,2,1542.8353606022242,5,1,1,7,2,Others,3085.6707212044485
1442,393,4,13084.493393417446,1,2,3,6,0,Lost Customers,52337.973573669784
1443,173,1,3080.111200981785,2,1,1,4,2,Lost Customers,3080.111200981785
1444,102,4,7860.565939242886,3,2,1,6,2,Others,31442.263756971544
1445,77,3,9428.33680029285,3,1,2,6,2,Others,28285.01040087855
1446,28,3,5319.502623744433,5,1,1,7,2,Others,15958.507871233298
1447,144,5,15586.004598261494,2,3,4,9,3,At Risk,77930.02299130747
1448,228,3,5780.824338659083,2,1,1,4,2,Lost Customers,17342.473015977248
1449,265,7,18337.142121921162,1,4,4,9,3,Loyal Customers,128359.99485344814
1450,456,1,3305.7821130816656,1,1,1,3,0,Lost Customers,3305.7821130816656
1451,56,7,18305.013824601334,4,4,4,12,3,Champions,128135.09677220933
1452,87,8,23424.375131803477,3,5,5,13,1,Loyal Customers,187395.00105442782
1453,142,3,7274.224187791544,2,1,1,4,2,Lost Customers,21822.672563374632
1454,424,2,4716.562004734326,1,1,1,3,0,Lost Customers,9433.124009468653
1455,137,5,9292.667058650266,2,3,2,7,2,Others,46463.33529325133
1456,27,6,21492.978818559524,5,4,5,14,3,Champions,128957.87291135715
1457,125,8,18513.659211454906,3,5,4,12,1,Loyal Customers,148109.27369163925
1458,137,6,20544.35605341412,2,4,5,11,3,Loyal Customers,123266.13632048473
1459,15,3,3600.2408933778634,5,1,1,7,2,Others,10800.72268013359
1460,319,4,14450.078413456831,1,2,3,6,0,Lost Customers,57800.313653827325
1461,15,4,5442.927721853013,5,2,1,8,2,Others,21771.710887412053
1462,473,3,3081.620190020996,1,1,1,3,0,Lost Customers,9244.860570062987
1463,201,3,5731.857100220616,2,1,1,4,2,Lost Customers,17195.57130066185
1464,358,2,5112.157148382021,1,1,1,3,0,Lost Customers,10224.314296764042
1465,29,6,17939.450539608813,5,4,4,13,3,Champions,107636.70323765288
1466,42,6,14556.793809595507,4,4,3,11,3,Potential Loyalists,87340.76285757305
1467,441,2,3776.818635922715,1,1,1,3,0,Lost Customers,7553.63727184543
1468,156,5,9696.46579963215,2,3,2,7,2,Others,48482.328998160745
1469,185,6,18389.98099681316,2,4,4,10,3,Loyal Customers,110339.88598087896
1470,129,3,10105.422359555107,3,1,2,6,2,Others,30316.267078665318
1471,66,3,10025.418898888798,4,1,2,7,2,Others,30076.256696666394
1472,19,9,27907.287621555697,5,5,5,15,1,Champions,251165.58859400128
1473,55,3,10124.965038495062,4,1,2,7,2,Others,30374.895115485186
1474,276,3,6716.010985181189,1,1,1,3,0,Lost Customers,20148.032955543567
1475,174,6,15609.406961134426,2,4,4,10,3,Loyal Customers,93656.44176680656
1476,50,4,12769.998327776018,4,2,3,9,2,Others,51079.993311104074
1477,236,1,1094.1222037074408,1,1,1,3,2,Lost Customers,1094.1222037074408
1478,70,4,15282.683190981064,4,2,4,10,3,Others,61130.73276392426
1479,21,5,7135.278075550947,5,3,1,9,2,Others,35676.39037775473
1480,33,3,10489.8315263748,5,1,2,8,2,Others,31469.494579124403
1481,57,5,12669.804920148223,4,3,3,10,3,Potential Loyalists,63349.02460074111
1482,165,1,150.58077385119336,2,1,1,4,2,Lost Customers,150.58077385119336
1483,172,2,7923.236495864285,2,1,1,4,2,Lost Customers,15846.47299172857
1484,216,6,16391.113590518784,2,4,4,10,3,Loyal Customers,98346.6815431127
1485,338,4,6253.825290719148,1,2,1,4,0,Lost Customers,25015.301162876593
1486,98,9,22745.67058459229,3,5,5,13,1,Loyal Customers,204711.03526133063
1487,72,11,31004.835649007364,4,5,5,14,1,Champions,341053.192139081
1488,303,6,19699.32781049136,1,4,5,10,3,Loyal Customers,118195.96686294815
1489,46,3,3371.7284969519624,4,1,1,6,2,Others,10115.185490855887
1490,64,3,8092.338070345254,4,1,1,6,2,Others,24277.014211035763
1491,364,2,6108.565340051491,1,1,1,3,0,Lost Customers,12217.130680102982
1492,460,2,8540.495577858837,1,1,2,4,0,Lost Customers,17080.991155717675
1494,135,4,12280.03163864072,2,2,3,7,2,Lost Customers,49120.12655456288
1495,469,2,6991.331435412523,1,1,1,3,0,Lost Customers,13982.662870825046
1496,12,5,11699.28299501399,5,3,3,11,3,Potential Loyalists,58496.41497506994
1497,239,4,15468.613125004897,1,2,4,7,3,Lost Customers,61874.452500019586
1498,125,4,9545.77706341162,3,2,2,7,2,Others,38183.10825364648
1499,124,4,12404.55319693309,3,2,3,8,2,Others,49618.21278773236
1500,295,2,6830.414406182692,1,1,1,3,0,Lost Customers,13660.828812365384
1501,38,3,2391.9628045268983,4,1,1,6,2,Others,7175.888413580695
1502,229,6,15580.459147238418,1,4,4,9,3,Loyal Customers,93482.7548834305
1503,34,3,2762.0729886251265,5,1,1,7,2,Others,8286.21896587538
1504,34,10,23642.9171000617,5,5,5,15,1,Champions,236429.17100061697
1505,59,12,30865.639815238726,4,5,5,14,1,Champions,370387.6777828647
1506,53,6,12763.961994601856,4,4,3,11,3,Potential Loyalists,76583.77196761113
1507,316,4,8615.809486007658,1,2,2,5,0,Lost Customers,34463.23794403063
1508,15,3,9959.76588653195,5,1,2,8,2,Others,29879.29765959585
1509,108,4,11777.893775805118,3,2,3,8,2,Others,47111.57510322047
1510,147,4,11156.324382547189,2,2,2,6,2,Lost Customers,44625.297530188756
1511,797,1,2698.6050709126266,1,1,1,3,0,Lost Customers,2698.6050709126266
1512,13,7,12885.1197590876,5,4,3,12,3,Potential Loyalists,90195.8383136132
1513,221,7,21666.793498861698,2,4,5,11,1,Loyal Customers,151667.5544920319
1514,78,4,13606.160728394825,3,2,3,8,2,Others,54424.6429135793
1515,98,3,7510.701111916342,3,1,1,5,2,Others,22532.103335749023
1516,39,5,12708.051830148024,4,3,3,10,3,Potential Loyalists,63540.25915074012
1517,24,5,15230.345253176522,5,3,4,12,3,Potential Loyalists,76151.72626588261
1518,92,5,16847.167623480353,3,3,4,10,3,Others,84235.83811740176
1519,157,2,4899.671599043693,2,1,1,4,2,Lost Customers,9799.343198087387
1520,88,5,8749.820540988825,3,3,2,8,2,Others,43749.102704944125
1521,196,6,16939.997416441704,2,4,4,10,3,Loyal Customers,101639.98449865021
1522,8,9,20787.363315159855,5,5,5,15,1,Champions,187086.2698364387
1523,63,5,12440.127907082979,4,3,3,10,3,Potential Loyalists,62200.63953541489
1524,268,7,17444.01581204493,1,4,4,9,3,Loyal Customers,122108.11068431451
1525,55,5,14049.289650514056,4,3,3,10,3,Potential Loyalists,70246.44825257028
1526,151,2,6049.989620941188,2,1,1,4,2,Lost Customers,12099.979241882376
1527,6,7,19757.41716528048,5,4,5,14,3,Champions,138301.92015696334
1528,24,3,6869.787721879646,5,1,1,7,2,Others,20609.363165638937
1529,202,7,13715.423326932952,2,4,3,9,3,At Risk,96007.96328853066
1530,78,9,23107.166142065467,3,5,5,13,1,Loyal Customers,207964.4952785892
1531,78,7,15072.012852353791,3,4,4,11,3,Loyal Customers,105504.08996647655
1532,37,4,9245.768211553357,4,2,2,8,2,Others,36983.07284621343
1533,185,4,12714.508908113727,2,2,3,7,2,Lost Customers,50858.03563245491
1534,134,5,11365.78554585587,3,3,2,8,2,Others,56828.92772927935
1535,173,5,18592.792805396097,2,3,4,9,3,At Risk,92963.96402698048
1536,245,5,12605.324067682592,1,3,3,7,3,At Risk,63026.62033841296
1537,124,6,16538.08693596123,3,4,4,11,3,Loyal Customers,99228.52161576739
1538,107,5,13128.147116108255,3,3,3,9,3,Others,65640.73558054128
1539,43,3,9197.706153982946,4,1,2,7,2,Others,27593.11846194884
1540,34,4,7495.622511979256,5,2,1,8,2,Others,29982.490047917025
1541,98,4,11229.667749450246,3,2,2,7,2,Others,44918.67099780098
1542,154,2,5695.011712984393,2,1,1,4,2,Lost Customers,11390.023425968786
1543,3,8,24071.43279511227,5,5,5,15,1,Champions,192571.46236089815
1544,18,6,10618.838884490813,5,4,2,11,3,Others,63713.03330694488
1545,216,7,19092.59475634269,2,4,5,11,3,Loyal Customers,133648.1632943988
1546,35,5,13871.914978246468,4,3,3,10,3,Potential Loyalists,69359.57489123235
1547,81,5,15665.656227416172,3,3,4,10,3,Others,78328.28113708086
1548,141,4,14174.145144696475,2,2,3,7,2,Lost Customers,56696.5805787859
1549,22,3,5716.175992989612,5,1,1,7,2,Others,17148.527978968836
1550,551,4,10486.311142172226,1,2,2,5,0,Lost Customers,41945.244568688904
1551,502,2,5634.461713429628,1,1,1,3,0,Lost Customers,11268.923426859255
1552,104,3,8372.381714203555,3,1,2,6,2,Others,25117.145142610665
1553,220,6,15962.191669153895,2,4,4,10,3,Loyal Customers,95773.15001492338
1554,67,5,13303.52710433565,4,3,3,10,3,Potential Loyalists,66517.63552167825
1555,40,8,15247.96482866762,4,5,4,13,3,Champions,121983.71862934096
1556,124,4,15290.829276391742,3,2,4,9,3,Others,61163.317105566966
1557,67,4,11617.855194234106,4,2,3,9,2,Others,46471.42077693642
1558,270,2,6428.281872160927,1,1,1,3,0,Lost Customers,12856.563744321855
1559,12,7,17500.750361211172,5,4,4,13,3,Champions,122505.2525284782
1560,18,8,20122.595762520647,5,5,5,15,1,Champions,160980.76610016517
1561,633,2,4287.841665980658,1,1,1,3,0,Lost Customers,8575.683331961316
1562,64,7,18765.703447532138,4,4,4,12,3,Champions,131359.92413272496
1563,24,4,9777.919239616034,5,2,2,9,2,Others,39111.67695846414
1564,61,4,10492.33292493355,4,2,2,8,2,Others,41969.3316997342
1565,351,8,20468.81388291701,1,5,5,11,1,Loyal Customers,163750.51106333607
1566,57,8,14972.819886925306,4,5,4,13,3,Champions,119782.55909540245
1567,136,8,21046.934108378573,2,5,5,12,1,Loyal Customers,168375.47286702858
1568,44,4,7775.423287695694,4,2,1,7,2,Others,31101.693150782776
1569,121,4,11763.19485938861,3,2,3,8,2,Others,47052.77943755444
1570,89,8,13202.972557073535,3,5,3,11,3,Others,105623.78045658828
1571,19,6,12981.848922131989,5,4,3,12,3,Potential Loyalists,77891.09353279193
1572,289,3,7408.559208209169,1,1,1,3,0,Lost Customers,22225.677624627508
1573,235,5,11900.589383969618,1,3,3,7,3,At Risk,59502.946919848095
1574,127,9,16648.020161043074,3,5,4,12,1,Loyal Customers,149832.18144938766
1575,5,4,6036.151700249881,5,2,1,8,2,Others,24144.606800999525
1576,186,4,6687.217960302327,2,2,1,5,2,Lost Customers,26748.871841209308
1577,105,5,6465.241020998327,3,3,1,7,2,Others,32326.205104991637
1578,270,7,12984.147294627379,1,4,3,8,3,At Risk,90889.03106239164
1579,2,5,9846.094772689992,5,3,2,10,2,Others,49230.47386344996
1580,93,6,17502.63706783048,3,4,4,11,3,Loyal Customers,105015.82240698289
1581,36,4,10951.538662559706,4,2,2,8,2,Others,43806.15465023882
1582,207,3,7897.445105067388,2,1,1,4,2,Lost Customers,23692.335315202163
1583,108,3,5130.187357263995,3,1,1,5,2,Others,15390.562071791985
1584,140,5,13754.115461028785,2,3,3,8,3,At Risk,68770.57730514393
1585,101,4,10773.528376072898,3,2,2,7,2,Others,43094.11350429159
1586,1,5,12969.464515225092,5,3,3,11,3,Potential Loyalists,64847.32257612546
1587,24,6,16309.619713181346,5,4,4,13,3,Champions,97857.71827908808
1588,94,6,16640.07070117388,3,4,4,11,3,Loyal Customers,99840.42420704328
1589,102,6,17934.000489708887,3,4,4,11,3,Loyal Customers,107604.00293825332
1590,57,6,16937.851459996087,4,4,4,12,3,Champions,101627.10875997652
1591,42,4,7618.361326018096,4,2,1,7,2,Others,30473.445304072386
1592,22,5,13077.582693634533,5,3,3,11,3,Potential Loyalists,65387.913468172665
1593,79,8,23826.48494874774,3,5,5,13,1,Loyal Customers,190611.87958998192
1594,10,6,7914.2753591875635,5,4,1,10,2,Others,47485.65215512538
1595,23,6,12322.994887576731,5,4,3,12,3,Potential Loyalists,73937.96932546039
1596,22,3,6973.247190682063,5,1,1,7,2,Others,20919.741572046187
1597,273,7,22315.6204821683,1,4,5,10,1,Loyal Customers,156209.34337517808
1598,230,7,18564.714169924602,1,4,4,9,3,Loyal Customers,129952.99918947222
1599,33,3,8704.752817787641,5,1,2,8,2,Others,26114.258453362923
1600,83,7,11957.310288340901,3,4,3,10,3,Others,83701.1720183863
1601,53,7,18403.308456507526,4,4,4,12,3,Champions,128823.15919555268
1602,289,3,5129.855870918596,1,1,1,3,0,Lost Customers,15389.567612755789
1603,230,5,15968.616360411284,1,3,4,8,3,At Risk,79843.08180205642
1604,339,4,10615.527841032916,1,2,2,5,0,Lost Customers,42462.11136413166
1605,59,8,14331.56156678713,4,5,3,12,3,Potential Loyalists,114652.49253429704
1606,308,2,1982.3469270573466,1,1,1,3,0,Lost Customers,3964.6938541146933
1607,216,7,9811.814045679756,2,4,2,8,3,Others,68682.69831975829
1608,89,5,7150.3448115861265,3,3,1,7,2,Others,35751.72405793063
1609,184,3,7880.820071955339,2,1,1,4,2,Lost Customers,23642.460215866016
1610,134,8,18953.378939180224,3,5,4,12,1,Loyal Customers,151627.0315134418
1611,40,8,21713.794185744187,4,5,5,14,1,Champions,173710.3534859535
1612,33,5,12217.55189527668,5,3,3,11,3,Potential Loyalists,61087.7594763834
1613,302,5,9183.932775288044,1,3,2,6,0,Others,45919.663876440216
1614,72,7,18050.555174551628,4,4,4,12,3,Champions,126353.8862218614
1615,40,7,15032.810982629062,4,4,4,12,3,Champions,105229.67687840344
1616,19,7,16798.492137117475,5,4,4,13,3,Champions,117589.44495982233
1617,81,8,17545.14306261005,3,5,4,12,3,Loyal Customers,140361.1445008804
1618,53,5,18729.405090640666,4,3,4,11,3,Potential Loyalists,93647.02545320333
1619,108,5,12923.174511607704,3,3,3,9,3,Others,64615.87255803852
1620,4,9,16841.381037596973,5,5,4,14,1,Champions,151572.42933837275
1621,273,3,7294.848744325416,1,1,1,3,0,Lost Customers,21884.54623297625
1622,18,6,9144.857254817007,5,4,2,11,3,Others,54869.143528902045
1623,20,7,13993.359818187499,5,4,3,12,3,Potential Loyalists,97953.51872731249
1624,217,5,13295.66781987719,2,3,3,8,3,At Risk,66478.33909938595
1625,317,4,10429.880999256276,1,2,2,5,0,Lost Customers,41719.523997025106
1626,176,3,3573.3064387278605,2,1,1,4,2,Lost Customers,10719.919316183581
1627,26,5,17727.833447001423,5,3,4,12,3,Potential Loyalists,88639.16723500712
1628,42,4,9313.171325271025,4,2,2,8,2,Others,37252.6853010841
1629,25,10,36295.40505592563,5,5,5,15,1,Champions,362954.0505592563
1630,221,3,13628.477095650105,2,1,3,6,2,Lost Customers,40885.43128695032
1631,209,5,13721.242155108643,2,3,3,8,3,At Risk,68606.21077554321
1632,45,6,12703.05919566351,4,4,3,11,3,Potential Loyalists,76218.35517398106
1633,78,5,7502.340359642836,3,3,1,7,2,Others,37511.701798214184
1634,58,4,9532.363253719104,4,2,2,8,2,Others,38129.45301487642
1635,502,4,14381.310221071188,1,2,3,6,0,Lost Customers,57525.24088428475
1636,13,4,14433.959658510412,5,2,3,10,2,Others,57735.83863404165
1637,211,2,6043.652751564317,2,1,1,4,2,Lost Customers,12087.305503128635
1638,21,7,13919.13436893266,5,4,3,12,3,Potential Loyalists,97433.94058252862
1639,83,4,8895.474480807788,3,2,2,7,2,Others,35581.897923231154
1640,229,4,10963.275100457797,1,2,2,5,2,Lost Customers,43853.10040183119
1641,357,5,10005.675778889738,1,3,2,6,0,Others,50028.37889444869
1642,132,5,13364.438361736691,3,3,3,9,3,Others,66822.19180868345
1643,111,4,11741.89462022273,3,2,3,8,2,Others,46967.57848089092
1644,368,4,5992.281727701127,1,2,1,4,0,Lost Customers,23969.12691080451
1645,192,7,13493.085623731893,2,4,3,9,3,At Risk,94451.59936612325
1646,215,4,11952.008499597006,2,2,3,7,2,Lost Customers,47808.033998388026
1647,108,2,8837.245655965744,3,1,2,6,2,Others,17674.491311931488
1648,330,6,17508.809137862198,1,4,4,9,3,Loyal Customers,105052.85482717319
1649,115,4,10729.362853650959,3,2,2,7,2,Others,42917.451414603835
1650,655,2,3069.5167150128073,1,1,1,3,0,Lost Customers,6139.0334300256145
1651,89,5,10340.75456943888,3,3,2,8,2,Others,51703.7728471944
1652,71,6,16149.621398811045,4,4,4,12,3,Champions,96897.72839286627
1653,133,7,12450.858867823717,3,4,3,10,3,Others,87156.01207476603
1654,50,11,29966.78042363033,4,5,5,14,1,Champions,329634.58465993364
1655,27,9,22811.075381842264,5,5,5,15,1,Champions,205299.67843658038
1656,20,6,15637.671127556076,5,4,4,13,3,Champions,93826.02676533646
1657,154,8,22728.24322561019,2,5,5,12,1,Loyal Customers,181825.9458048815
1658,40,5,16909.404775263945,4,3,4,11,3,Potential Loyalists,84547.02387631973
1659,170,5,16786.008963595392,2,3,4,9,3,At Risk,83930.04481797696
1660,17,7,14436.202999510344,5,4,3,12,3,Potential Loyalists,101053.42099657241
1661,15,4,13868.53813382857,5,2,3,10,2,Others,55474.15253531428
1662,39,5,13475.1315087225,4,3,3,10,3,Potential Loyalists,67375.6575436125
1663,55,1,564.7129874207476,4,1,1,6,2,Others,564.7129874207476
1664,148,4,9086.033097252439,2,2,2,6,2,Lost Customers,36344.132389009756
1665,68,4,9089.454952358094,4,2,2,8,2,Others,36357.819809432374
1666,93,4,6789.477949644385,3,2,1,6,2,Others,27157.91179857754
1667,107,3,6806.619177414651,3,1,1,5,2,Others,20419.857532243954
1668,18,8,13758.939512476494,5,5,3,13,3,Potential Loyalists,110071.51609981195
1669,22,4,10902.670296017739,5,2,2,9,2,Others,43610.681184070956
1670,148,4,9604.187682201618,2,2,2,6,2,Lost Customers,38416.75072880647
1671,39,3,7750.645586131541,4,1,1,6,2,Others,23251.936758394622
1672,184,7,11995.863210431195,2,4,3,9,3,At Risk,83971.04247301836
1673,121,4,10051.537801362254,3,2,2,7,2,Others,40206.151205449016
1674,91,4,9844.701308270069,3,2,2,7,2,Others,39378.805233080275
1675,52,7,19042.69401200274,4,4,5,13,3,Champions,133298.8580840192
1676,38,9,13840.091452095274,4,5,3,12,3,Potential Loyalists,124560.82306885747
1677,445,2,4538.607633870103,1,1,1,3,0,Lost Customers,9077.215267740206
1678,119,6,13174.12849775461,3,4,3,10,3,Others,79044.77098652766
1679,95,9,24966.893161915013,3,5,5,13,1,Loyal Customers,224702.03845723512
1680,57,3,7019.1351285104165,4,1,1,6,2,Others,21057.40538553125
1681,60,12,38922.425395176775,4,5,5,14,1,Champions,467069.1047421213
1682,562,2,4939.574574774778,1,1,1,3,0,Lost Customers,9879.149149549556
1683,28,3,8768.612954989763,5,1,2,8,2,Others,26305.83886496929
1684,1,9,28637.465857570547,5,5,5,15,1,Champions,257737.19271813493
1685,187,5,13727.632260652315,2,3,3,8,3,At Risk,68638.16130326157
1686,332,6,16024.135592528846,1,4,4,9,3,Loyal Customers,96144.81355517308
1687,215,4,11278.239600584475,2,2,2,6,2,Lost Customers,45112.9584023379
1688,178,3,9983.324408931188,2,1,2,5,2,Lost Customers,29949.973226793565
1689,287,2,6118.401108966604,1,1,1,3,0,Lost Customers,12236.802217933207
1690,84,5,11875.540887377912,3,3,3,9,3,Others,59377.70443688956
1691,22,5,13876.834727278794,5,3,3,11,3,Potential Loyalists,69384.17363639397
1692,54,8,16290.868739077358,4,5,4,13,3,Champions,130326.94991261886
1693,12,6,18984.376641210572,5,4,4,13,3,Champions,113906.25984726343
1694,26,3,8593.461903405267,5,1,2,8,2,Others,25780.3857102158
1695,113,7,20269.279144820393,3,4,5,12,3,Loyal Customers,141884.95401374274
1696,72,4,8720.110580463534,4,2,2,8,2,Others,34880.442321854134
1697,192,4,7025.64491210744,2,2,1,5,2,Lost Customers,28102.57964842976
1698,48,5,14647.034836961368,4,3,3,10,3,Potential Loyalists,73235.17418480683
1699,10,6,15836.700316114864,5,4,4,13,3,Champions,95020.20189668919
1700,317,4,7847.171983075857,1,2,1,4,0,Lost Customers,31388.687932303426
1701,425,1,1667.2802830518194,1,1,1,3,0,Lost Customers,1667.2802830518194
1702,95,7,18822.337491774895,3,4,4,11,3,Loyal Customers,131756.36244242426
1703,86,4,8887.081764534716,3,2,2,7,2,Others,35548.327058138864
1704,141,4,7618.810349442793,2,2,1,5,2,Lost Customers,30475.241397771173
1705,103,2,6843.362233755313,3,1,1,5,2,Others,13686.724467510627
1706,507,6,19177.78712051674,1,4,5,10,0,Loyal Customers,115066.72272310044
1707,67,5,12749.218815538998,4,3,3,10,3,Potential Loyalists,63746.09407769499
1708,378,2,6394.156076716659,1,1,1,3,0,Lost Customers,12788.312153433319
1709,56,8,13138.467032314316,4,5,3,12,3,Potential Loyalists,105107.73625851453
1710,64,8,16657.196283410223,4,5,4,13,3,Champions,133257.5702672818
1711,343,4,13236.291291358699,1,2,3,6,0,Lost Customers,52945.165165434795
1712,252,3,9723.491226344477,1,1,2,4,2,Lost Customers,29170.47367903343
1713,46,5,15750.871061132546,4,3,4,11,3,Potential Loyalists,78754.35530566273
1714,32,2,6738.887753123643,5,1,1,7,2,Others,13477.775506247286
1715,194,4,10183.345869372202,2,2,2,6,2,Lost Customers,40733.38347748881
1716,4,5,14516.119765559673,5,3,3,11,3,Potential Loyalists,72580.59882779837
1717,84,5,14708.009047648622,3,3,3,9,3,Others,73540.04523824311
1718,234,4,8526.244372247336,1,2,2,5,2,Lost Customers,34104.977488989345
1719,161,1,2167.813254402872,2,1,1,4,2,Lost Customers,2167.813254402872
1720,440,3,11876.136674321946,1,1,3,5,0,Lost Customers,35628.410022965836
